rank,brand_name,series,model_name,color,material,rate,price,avaliability,made_in,reference_number,movement,link
467,Casio,,Casio - G-SHOCK - G-9100-1DR,,,,4895,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-g-9100-1dr
468,Casio,,Casio - G-SHOCK - G-9000-1VDR,,,,5395,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-g-9000-1vdr
469,Casio,,Casio - G-SHOCK - G-6900-1DR,,,,5275,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-g-6900-1dr
470,Casio,Edifice,Casio - Edifice - EFR-526L-7AVUDF,Brown,Leather,,5395,True,China,EFR-526L-7AVUDF,Quartz,https://egywatch.com//collections/watches/products/casio-edifice-efr-526l-7avudf
471,Casio,Beside,Casio - Beside - BEM-507BL-1AVDF,Black,Leather,,8495,True,China,BEM-507BL-1AVDF,Quartz,https://egywatch.com//collections/watches/products/casio-baby-g-bem-507bl-1avdf
472,Casio,General,Casio - General - AQ-S810WC-7AVDF,White,Resin,,3875,True,China,AQ-S810WC-7AVDF,Touch Solar,https://egywatch.com//collections/watches/products/casio-general-aq-s810wc-7avdf
473,Casio,General,Casio - General - AQ-S810WC-3AVDF,,,,3875,True,China,AQ-S810WC-3AVDF,,https://egywatch.com//collections/watches/products/casio-general-aq-s810wc-3avdf
474,Calvin Klein,,Calvin Klein - CK Steadfast - K8S271C6,,,,9590,True,,,,https://egywatch.com//collections/watches/products/calvin-klein-ck-steadfast-k8s271c6
475,Swatch,,SWATCH - HAPPY JOE LIME,,,,3195,True,,,,https://egywatch.com//collections/watches/products/swatch-happy-joe-lime
476,Swatch,Black Energy,Swatch - Black Energy - YYS4000AG,Silver,Bimat. Adjustable,,6770,True,Switzerland,YYS4000AG,Quartz,https://egywatch.com//collections/watches/products/black-energy
477,Swatch,FW2016,SWATCH - MINIMALIS-TIC - YOS453G,,,,9210,True,Switzerland,YOS453G,,https://egywatch.com//collections/watches/products/minimalis-tic
478,Swatch,SS2018,SWATCH - BLUE BEN - GN254,,,,2990,True,Switzerland,GN254,,https://egywatch.com//collections/watches/products/blue-ben
479,MVMT,Blacktop Caviar,MVMT - Blacktop Caviar - 28000051-D,,,,4285,True,,28000051-D,,https://egywatch.com//collections/watches/products/mvmt-blacktop-caviar-28000051-d
480,MVMT,Blacktop,MVMT - Blacktop - D-BT01-BLUS,,,,4545,True,,D-BT01-BLUS,,https://egywatch.com//collections/watches/products/mvmt-blacktop-d-bt01-blus
481,Swatch,Black Suit Big Classic,Swatch - Black Suit Big Classic - YWS454,,,,5140,True,,YWS454,,https://egywatch.com//collections/watches/products/swatch-black-suit-big-classic-yws454
482,Swatch,Lost In The Sea,Swatch - Lost In The Sea - YVS475,Blue,Rubber,,7850,True,Switzerland,YVS475,Quartz,https://egywatch.com//collections/watches/products/swatch-lost-in-the-sea-yvs475
483,Swatch,Grey Sparkle,Swatch - Grey Sparkle - YLG145,Silver,Leather,,5410,True,Switzerland,YLG145,Quartz,https://egywatch.com//collections/watches/products/swatch-grey-sparkle-ylg145
484,Swatch,Home Stripe Home,Swatch - Home Stripe Home - SUON715,,,,3520,True,,SUON715,,https://egywatch.com//collections/watches/products/swatch-home-stripe-home-suon715
485,Swatch,Neuzeit,Swatch - Neuzeit - SO29B700,Black,Silicone,,3520,True,Switzerland,SO29B700,Quartz,https://egywatch.com//collections/watches/products/swatch-neuzeit-so29b700
486,Swatch,Burning Lava,Swatch - Burning Lava - SO27N107,Blue,Silicone,,4870,True,Switzerland,SO27N107,Quartz,https://egywatch.com//collections/watches/products/swatch-burning-lava-so27n107
487,Swatch,Greeninjelly,Swatch - Greeninjelly - SO27E104,,,,4870,True,,SO27E104,,https://egywatch.com//collections/watches/products/swatch-greeninjelly-so27e104
488,Swatch,Chequered Silver,Swatch - Chequered Silver - SB02B404,Black,Silicone,,6400,True,Switzerland,SB02B404,Quartz,https://egywatch.com//collections/watches/products/swatch-chequered-silver-sb02b404
489,Swatch,Checkpoint Red,Swatch - Checkpoint Red - SB02B402,,,,6400,True,,SB02B402,,https://egywatch.com//collections/watches/products/swatch-checkpoint-red-sb02b402
490,Swatch,La Night Blue,Swatch - La Night Blue - GN274,,,5.0,2990,True,,GN274,,https://egywatch.com//collections/watches/products/swatch-la-night-blue-gn274
491,Swatch,La Night,Swatch - La Night - GB330,,,5.0,2990,True,,GB330,,https://egywatch.com//collections/watches/products/swatch-la-night-gb330
492,Calvin Klein,,Calvin Klein - CK Basic - K2A27188,,,5.0,2995,True,Switzerland,K2A27188,,https://egywatch.com//collections/watches/products/calvin-klein-ck-basic-k2a27188
493,Swatch,,SWATCH - BLACK CASUAL - YCS569,,,,5140,True,,,,https://egywatch.com//collections/watches/products/swatch-black-casual
494,Swatch,SS2018,SWATCH - DRESS MY WRIST - YVS445G,,,,7180,True,Switzerland,YVS445G,,https://egywatch.com//collections/watches/products/dress-my-wrist
495,Swatch,SS2018,SWATCH - NIGHT FLIGHT - YVS444G,,,5.0,4475,True,Switzerland,YVS444G,,https://egywatch.com//collections/watches/products/night-flight
496,Swatch,WI2017,SWATCH - SPEED UP - YVS441G,,,5.0,4475,True,Switzerland,YVS441G,,https://egywatch.com//collections/watches/products/speed-up
497,Swatch,Ironfresh,Swatch- Ironfresh - YVS434G,Silver / Black,Stainless Steel,,7180,True,Switzerland,YVS434G,Quartz,https://egywatch.com//collections/watches/products/ironfresh
498,Casio,General,Casio - General - MTP-VD300L-7EUDF,Black,Leather,,2725,True,China,MTP-VD300L-7EUDF,Quartz,https://egywatch.com//collections/watches/products/casio-general-mtp-vd300l-7eudf
499,Casio,General,Casio - General - MTP-VD200D-1BUDF,,Stainless Steel,,3050,True,China,MTP-VD200D-1BUDF,Quartz,https://egywatch.com//collections/watches/products/casio-general-mtp-vd200d-1budf
500,Casio,General,Casio - General - MTP-VD300L-2EUDF,Light Brown,Leather,,2725,True,China,MTP-VD300L-2EUDF,Quartz,https://egywatch.com//collections/watches/products/casio-general-mtp-vd300l-2eudf
501,Casio,General,Casio - General - MTP-VD200L-2BUDF,Blue,Leather,,2895,True,China,MTP-VD200L-2BUDF,Quartz,https://egywatch.com//collections/watches/products/casio-general-mtp-vd200l-2budf
502,Casio,General,Casio - General - MTP-V005D-1BUDF,Silver,Stainless Steel,,1375,True,China,MTP-V005D-1BUDF,Quartz,https://egywatch.com//collections/watches/products/casio-general-mtp-v005d-1budf
503,Swatch,Cobalt Lagoon,Swatch - Cobalt Lagoon - YVS496G,Silver,Stainless Steel,,8940,True,Switzerland,YVS496G,Quartz,https://egywatch.com//collections/watches/products/swatch-cobalt-lagoon-yvs496g
504,Swatch,Dark Blue Irony,Swatch - Dark Blue Irony - YVS507G,Silver,Stainless Steel,,8940,True,Switzerland,YVS507G,Quartz,https://egywatch.com//collections/watches/products/swatch-dark-blue-irony-yvs507g
505,Swatch,Neon to The Max,Swatch - Neon to The Max - SB06J100,Navy,Silicone,,5995,True,Switzerland,SB06J100,Quartz,https://egywatch.com//collections/watches/products/swatch-neon-to-the-max-sb06j100
506,Tissot,T-Race,Tissot - T-Race - T141.417.11.041,Silver,Stainless Steel,,25060,True,Switzerland,T141.417.11.041,Quartz,https://egywatch.com//collections/watches/products/tissot-t-race-t141-417-11-041
507,Tissot,PRX,Tissot - PRX - T137.410.17.041,Black,Rubber,,15710,True,Switzerland,T137.410.17.041,Quartz,https://egywatch.com//collections/watches/products/tissot-prx-t137-410-17-041
508,Swatch,Violet Verbena,Violet Verbena - SUON716,Blue,Silicone,,3380,True,Switzerland,SUON716,Quartz,https://egywatch.com//collections/watches/products/casio-violet-verbena-suon716
509,Casio,G-Shock,Casio - G-Shock - GA-700SC-3ADR,Green,Resin,,5395,True,China,GA-700SC-3ADR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-ga-700sc-3adr
510,Swatch,Cobalt Lagoon,Swatch - Cobalt Lagoon - YVS496,Blue,Leather,,7850,True,China,YVS496,Quartz,https://egywatch.com//collections/watches/products/swatch-cobalt-lagoon-yvs496
511,Lacoste,Neocroc,Lacoste - Neocroc - 2011232,White,Rubber,,3890,True,China,2011232,Quartz,https://egywatch.com//collections/watches/products/lacoste-neocroc-2011232
512,Casio,G-Shock,Casio - G-Shock - GM-2100G-1A9DR,Black,Resin,,11395,True,China,GM-2100G-1A9DR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-gm-2100g-1a9dr
513,D1 Milano,Dawn Light,D1 Milano - Dawn Light - PCBJ12,Black,Rubber,,7580,True,China,PCBJ12,Quartz,https://egywatch.com//collections/watches/products/d1-milano-dawn-light-pcbj12
514,D1 Milano,Cloudburst,D1 Milano - Cloudburst - PCBJ11,Black,"Polycarbonate, Soft-Touch Coating",,7580,True,China,PCBJ11,Quartz,https://egywatch.com//collections/watches/products/d1-milano-cloudburst-pcbj11
515,D1 Milano,Nano Black,D1 Milano - Nano Black - NCRJ02,Black,Silicone,,6200,True,China,NCRJ02,Quartz,https://egywatch.com//collections/watches/products/d1-milano-nano-black-ncrj02
516,D1 Milano,Delta,D1 Milano - Delta - DTRJ02,Black,Rubber,,13780,True,China,DTRJ02,Quartz,https://egywatch.com//collections/watches/products/d1-milano-delta-dtrj02
517,D1 Milano,Delta,D1 Milano - Delta - DTRJ01,Black,Rubber,,13780,True,China,DTRJ01,Quartz,https://egywatch.com//collections/watches/products/d1-milano-delta-dtrj01
518,D1 Milano,Sand,D1 Milano - Sand - CLRJ08,Beige Sand,Silicone,,9090,True,China,CLRJ08,Quartz,https://egywatch.com//collections/watches/products/d1-milano-sand-clrj08
519,D1 Milano,Blue Carbonlite,D1 Milano - Blue Carbonlite - CLRJ04,Black,Silicone,,8260,True,China,CLRJ04,Quartz,https://egywatch.com//collections/watches/products/d1-milano-blue-carbonlite-clrj04
520,D1 Milano,Grey Carbonlite,D1 Milano - Grey Carbonlite - CLRJ02,Black,Silicone,,8260,True,China,CLRJ02,Quartz,https://egywatch.com//collections/watches/products/d1-milano-grey-carbonlite-clrj02
521,D1 Milano,Carbon Carbonlite,D1 Milano - Carbon Carbonlite - CLRJ01,Black,Silicone,,8260,True,China,D1 Milano,Quartz,https://egywatch.com//collections/watches/products/d1-milano-carbon-carbonlite-clrj01
522,Swatch,Irony at Night,Swatch - Irony at Night - YVS495G,Silver,Stairless Steel,,8940,True,Switzerland,YVS495G,Quartz,https://egywatch.com//collections/watches/products/swatch-irony-at-night-yvs495g
523,Swatch,Irony at Night,Swatch - Irony at Night - YVS495,Black,Laether,,7850,True,Switzerland,YVS495,Quartz,https://egywatch.com//collections/watches/products/swatch-irony-at-night-yvs495
524,Tissot,Seastar 1000,Tissot - Seastar 1000 - T120.410.27.051,Black,Rubber,,19950,True,Switzerland,T120.410.27.051,Quartz,https://egywatch.com//collections/watches/products/tissot-seastar-1000-t120-410-27-051
525,Boss,Chase,Boss - Chase - HB153.0261,Dark gray,Stainless Steel,,10730,True,China,HB153.0261,Quartz,https://egywatch.com//collections/watches/products/boss-chase-hb153-0261
526,Boss,View,Boss - View - HB151.4008,Silver,Stainless Steel,,14760,True,China,HB151.4008,Quartz,https://egywatch.com//collections/watches/products/boss-view-hb151-4008
527,Boss,Trace,Boss - Trace - HB151.4007,Silver,Stainless Steel,,14760,True,China,HB151.4007,Quartz,https://egywatch.com//collections/watches/products/boss-trace-hb151-4007
528,Boss,Trace,Boss - Trace - HB151.4002,Brown,Leather,,12070,True,China,HB151.4002,Quartz,https://egywatch.com//collections/watches/products/boss-trace-hb151-4002
529,Boss,One,Boss - One - HB151.3999,Silver,Stainless Steel,,14760,True,China,HB151.3999,Quartz,https://egywatch.com//collections/watches/products/boss-one-hb151-3999
530,Boss,One,Boss - One - HB151.3998,Blue,Rubber,,14080,True,China,HB151.3998,Quartz,https://egywatch.com//collections/watches/products/boss-one-hb151-3998
531,Boss,One,Boss - One - HB151.3997,Black,Leather,,13410,True,China,HB151.3997,Quartz,https://egywatch.com//collections/watches/products/boss-one-hb151-3997
532,Boss,View,Boss - View - HB151.3989,Silver,Stainless Steel,,14760,True,China,HB151.3989,Quartz,https://egywatch.com//collections/watches/products/boss-view-hb151-3989
533,Boss,View,Boss - View - HB151.3987,Black,Leather,,12070,True,China,HB151.3987,Quartz,https://egywatch.com//collections/watches/products/boss-view-hb151-3987
534,Boss,Admiral,BOSS - Admiral - HB151.3967,Black,Rubber,,14760,True,China,HB151.3967,Quartz,https://egywatch.com//collections/watches/products/boss-admiral-hb151-3967
535,Boss,Admiral,Boss - Admiral - HB151.3965,Blue,Rubber,,151.40,True,China,HB151.3965,Quartz,https://egywatch.com//collections/watches/products/boss-admiral-hb151-3965
536,Calvin Klein,Chronograph,Calvin Klein - Chronograph - 25200316,Blue,Silicone,,9560,True,China,25200316,Quartz,https://egywatch.com//collections/watches/products/calvin-klein-chronograph-25200316
537,Calvin Klein,Modern,Calvin Klein - Modern - 25200314,Rose Gold,Stainless Steel,,8560,True,China,25200314,Quartz,https://egywatch.com//collections/watches/products/calvin-klein-modern-25200314
538,Tommy Hilfiger,Jason,Tommy Hilfiger - Jason - 171.0507,Silver / Gold,Stainless Steel,,9980,True,China,171.0507,Quartz,https://egywatch.com//collections/watches/products/tommy-hilfiger-jason-171-0507
539,Tommy Hilfiger,Weston,Tommy Hilfiger - Weston - 171.0502,Black,Leather,,9980,True,China,171.0502,Quartz,https://egywatch.com//collections/watches/products/tommy-hilfiger-weston-171-0502
540,Boss Black,Pioneer,Hugo Boss - Pioneer - HB151.3709,Brown,Leather,,8595,True,China,HB151.3709,Quartz,https://egywatch.com//collections/watches/products/hugo-boss-pioneer-hb151-3709
541,Fossil,Sullivan,Fossil - Sullivan - BQ2449IE,Blue,Leathers,,5895,True,China,BQ2449IE,Quartz,https://egywatch.com//collections/watches/products/fossil-sullivan-bq2449ie
542,Swatch,Clearly Bold,Swatch - Clearly Bold - SB01K100,White,Silcone,,4870,True,Switzerland,SB01K100,Quartz,https://egywatch.com//collections/watches/products/swatch-clearly-bold-sb01k100
543,Swatch,Energize You,Swatch - Energize You - YVS498G,Silver,Stainless Steel,1.0,8940,True,Switzerland,YVS498G,Quartz,https://egywatch.com//collections/watches/products/swatch-energize-you-yvs498g
544,Swatch,Back in Khaki,Swatch - Back in Khaki - YVS488G,Silver,Stainless Steel,,8940,True,Switzerland,YVS488G,Quartz,https://egywatch.com//collections/watches/products/swatch-back-in-khaki-yvs488g
545,Swatch,Iswatch Blue,Swatch - Iswatch Blue - SB01N102,Blue,Rubber,,4870,True,Switzerland,SB01N102,Quartz,https://egywatch.com//collections/watches/products/swatch-iswatch-blue-sb01n102
546,Swatch,Colore Blocco,Swatch - Colore Blocco - SO28R112,"Red, Blue and White",Silicone,,2990,True,Switzerland,SO28R112,Quartz,https://egywatch.com//collections/watches/products/swatch-colore-blocco-so28r112
547,Tissot,SuperSport Chrono,Tissot - SuperSport Chrono - T125.617.16.031,Brown,Leather,,18350,True,Switzerland,T125.617.16.031,Quartz,https://egywatch.com//collections/watches/products/tissot-supersport-chrono-t125-617-16-031
548,Tissot,Seastar 1000,Tissot - Seastar 1000 - T120.210.21.051,Silver,Stainless Steel,,19040,True,Switzerland,T120.210.21.051,Quartz,https://egywatch.com//collections/watches/products/tissot-seastar-1000-t120-210-21-051
549,Tissot,Everytime Gent,Tissot - Everytime Gent - T143.410.36.011,Brown,Leather,5.0,12810,True,Switzerland,T143.410.36.011,Quartz,https://egywatch.com//collections/watches/products/tissot-everytime-gent-t143-410-36-011
550,Tissot,Everytime Gent,Tissot - Everytime Gent - T143.410.16.041,Black,Leather,,11330,True,Switzerland,T143.410.16.041,Quartz,https://egywatch.com//collections/watches/products/tissot-everytime-gent-t143-410-16-041
551,Tissot,Everytime Gent,Tissot - Everytime Gent - T143.410.11.011,Silver,Stainless Steel,,12810,True,Switzerland,T143.410.11.011,Quartz,https://egywatch.com//collections/watches/products/tissot-everytime-gent-t143-410-11-011
552,Tissot,Classic Dream,Tissot - Classic Dream - T129.410.22.031,"Grey, Yellow Gold 1N14",Stainless Steel,,15520,True,Switzerland,T129.410.22.031,Quartz,https://egywatch.com//collections/watches/products/tissot-classic-dream-t129-410-22-031
553,Tissot,Classic Dream,Tissot - Classic Dream - T129.410.11.031,Silver,Stainless Steel,,13420,True,Switzeralnd,T129.410.11.031,Quartz,https://egywatch.com//collections/watches/products/tissot-classic-dream-t129-410-11-031
554,Tissot,Chrono XL-Classic,Tissot -  Chrono XL-Classic - T116.617.16.297,Brown,Leather,,15520,True,Switzerland,T116.617.16.297,Quartz,https://egywatch.com//collections/watches/products/tissot-chrono-xl-classic-t116-617-16-297
555,Calvin Klein,Sport,Calvin Klein - Sport - 25200120,Blue,Rubber,,8560,True,China,25200120,Quartz,https://egywatch.com//collections/watches/products/calvin-klein-sport-25200120
556,Calvin Klein,Sport,Calvin Klein - Sport - 25200118,Dark Grey,Rubber,,9560,True,China,25200118,Quartz,https://egywatch.com//collections/watches/products/calvin-klein-sport-25200118
557,Calvin Klein,Modern,Calvin Klein - Modern - 25200114,Black,Leather,,9560,True,China,25200114,Quartz,https://egywatch.com//collections/watches/products/calvin-klein-modern-25200114
558,Calvin Klein,Modern,Calvin Klein - Modern - 25200112,Brown,Leather,,8560,True,China,25200112,Quartz,https://egywatch.com//collections/watches/products/calvin-klein-modern-25200112
559,Calvin Klein,Modern,Calvin Klein - Modern - 25200111,Black,Leather,,9560,True,China,25200111,Quartz,https://egywatch.com//collections/watches/products/calvin-klein-modern-25200111
560,Calvin Klein,Modern,Calvin Klein - Modern - 25200110,Brown,Leather,,9560,True,China,25200110,Quartz,https://egywatch.com//collections/watches/products/calvin-klein-modern-25200110
561,Calvin Klein,Modern,Calvin Klein - Modern - 25200107,Silver,Stainless Steel,,9130,True,China,25200107,Quartz,https://egywatch.com//collections/watches/products/calvin-klein-modern-25200107
562,Calvin Klein,Gauge,Calvin Klein - Gauge - 25200072,Black,Rubber,,9130,True,China,Calvin Klein,Quartz,https://egywatch.com//collections/watches/products/calvin-klein-gauge-25200072
563,Calvin Klein,Gauge,Calvin Klein - Gauge - 25200070,Gold/Silver,Stainless Steel,,10840,True,China,25200070,Quartz,https://egywatch.com//collections/watches/products/calvin-klein-gauge-25200070
564,Calvin Klein,Gauge,Calvin Klein - Gauge - 25200069,Grey,Stainless Steel,,10840,True,China,25200069,Quartz,https://egywatch.com//collections/watches/products/calvin-klein-gauge-25200069
565,Calvin Klein,Gauge,Calvin Klein - Gauge - 25200068,Blue,Ionic Plated Blue Steel,,10840,True,China,25200068,Quartz,https://egywatch.com//collections/watches/products/calvin-klein-men-gauge-25200068
566,Calvin Klein,Sport,Calvin Klein - Sport - 25200067,Silver,Stainless Steel,,9980,True,China,25200067,Quartz,https://egywatch.com//collections/watches/products/calvin-klein-sport-25200067
567,Calvin Klein,Gauge,Calvin Klein - Gauge - 25200064,Silver/Rose Gold,Stainless Steel,,10840,True,China,25200064,Quartz,https://egywatch.com//collections/watches/products/calvin-klein-gauge-25200064
568,Calvin Klein,Gauge,Calvin Klein - Gauge - 25200063,Sliver,Stainless Steel,,9980,True,Chia,25200063,Quartz,https://egywatch.com//collections/watches/products/calvin-klein-gauge-25200063
569,Calvin Klein,Linked,Calvin Klein - Linked - 25200055,Silver/Gold,Stainless Steel,,9130,True,China,25200055,Quartz,https://egywatch.com//collections/watches/products/calvin-klein-linked-25200055
570,Calvin Klein,Linked,Calvin Klein - Linked - 25200053,Silver,Stainless Steel,,8560,True,China,25200053,Quartz,https://egywatch.com//collections/watches/products/calvin-klein-linked-25200053
